924,307,596,0
899,307,596,0
899,307,585,0
899,307,585,0
921,307,585,0
921,307,570,0
921,307,570,0
935,307,570,0
935,307,582,0
935,305,582,0
940,305,582,0
940,305,586,0
940,305,586,0
939,305,586,0
939,305,570,0
939,306,570,0
934,306,570,0
934,306,579,0
934,306,579,0
930,306,579,0
930,306,597,0
930,307,597,0
929,307,597,0
929,307,579,0
929,306,579,0
919,306,579,0
919,306,576,0
919,307,576,0
897,307,576,0
897,307,595,0
897,307,595,0
883,307,595,0
883,307,591,0
883,305,591,0
866,305,591,0
866,305,582,0
866,153,582,0
852,153,582,0
852,153,573,0
852,93,573,0
832,93,573,0
832,93,588,0
832,27,588,0
828,27,588,0
828,27,586,0
828,27,586,0
819,27,586,0
819,27,638,0
819,27,638,0
853,27,638,0
853,27,590,0
853,53,590,0
935,53,590,0
935,53,596,0
935,27,596,0
969,27,596,0
969,27,494,0
969,121,494,0
960,121,494,0
960,121,650,0
960,130,650,0
937,130,650,0
937,130,423,0
937,140,423,0
929,140,423,0
929,140,1023,0
929,183,1023,0
909,183,1023,0
909,183,21,0
909,199,21,0
905,199,21,0
905,199,961,0
905,203,961,0
906,203,961,0
906,203,334,0
906,206,334,0
909,206,334,0
909,206,509,0
909,208,509,0
935,208,509,0
935,208,595,0
935,212,595,0
958,212,595,0
958,212,528,0
958,214,528,0
957,214,528,0
957,214,597,0
957,218,597,0
959,218,597,0
959,218,592,0
959,219,592,0
960,219,592,0
960,219,586,0
960,219,586,0
953,219,586,0
953,219,575,0
953,221,575,0
951,221,575,0
951,221,588,0
951,222,588,0
944,222,588,0
944,222,598,0
944,222,598,0
944,222,598,0
944,222,576,0
944,224,576,0
945,224,576,0
945,224,573,0
945,225,573,0
945,225,573,0
945,225,589,0
945,226,589,0
943,226,589,0
943,226,593,0
943,226,593,0
942,226,593,0
942,226,586,0
942,227,586,0
941,227,586,0
941,227,590,0
941,227,590,0
937,227,590,0
937,227,577,0
937,228,577,0
935,228,577,0
935,228,582,0
935,228,582,0
933,228,582,0
933,228,597,0
933,228,597,0
933,228,597,0
933,228,587,0
933,229,587,0
932,229,587,0
932,229,572,0
932,230,572,0
932,230,572,0
932,230,583,0
932,231,583,0
931,231,583,0
931,231,582,0
931,231,582,0
930,231,582,0
930,231,585,4
930,232,585,4
935,232,585,4
935,232,587,4
935,232,587,4
938,232,587,4
938,232,606,4
938,233,606,4
936,233,606,4
936,233,589,4
936,233,589,4
942,233,589,4
942,233,584,4
942,234,584,4
939,234,584,4
939,234,601,4
939,234,601,4
940,234,601,4
940,234,596,4
940,233,596,4
935,233,596,4
935,233,577,4
935,234,577,4
936,234,577,4
936,234,574,4
936,234,574,4
935,234,574,4
935,234,604,4
935,234,604,4
933,234,604,4
933,234,587,4
933,234,587,4
933,234,587,4
933,234,602,4
933,234,602,4
932,234,602,4
932,234,600,4
932,234,600,4
931,234,600,4
931,234,582,4
931,234,582,4
929,234,582,4
929,234,585,4
929,235,585,4
929,235,585,4
929,235,600,4
929,234,600,4
931,234,600,4
931,234,589,4
931,234,589,4
934,234,589,4
934,234,575,4
934,235,575,4
942,235,575,4
942,235,593,4
942,235,593,4
943,235,593,4
