2, 0, -10.35, 0.31, -0.03, 0, 0, 0
10, 0, -10.35, 0.31, -0.03, 0, 78, 0
15, 0, -10.35, 0.31, -0.03, 297, 78, 0
19, 686, -10.35, 0.31, -0.03, 297, 78, 0
23, 686, -10.19, 0.35, 0, 297, 78, 0
28, 686, -10.19, 0.35, 0, 297, 91, 0
32, 686, -10.19, 0.35, 0, 298, 91, 0
39, 739, -10.19, 0.35, 0, 298, 91, 0
46, 739, -10.31, 0.31, -0.03, 298, 91, 0
50, 739, -10.31, 0.31, -0.03, 298, 100, 0
55, 739, -10.31, 0.31, -0.03, 299, 100, 0
64, 862, -10.31, 0.31, -0.03, 299, 100, 0
70, 862, -10.15, 0.43, 0, 299, 100, 0
75, 862, -10.15, 0.43, 0, 299, 79, 0
86, 862, -10.15, 0.43, 0, 299, 79, 0
93, 681, -10.15, 0.43, 0, 299, 79, 0
102, 681, -10.19, 0.47, -0.07, 299, 79, 0
107, 681, -10.19, 0.47, -0.07, 299, 91, 0
113, 681, -10.19, 0.47, -0.07, 300, 91, 0
118, 470, -10.19, 0.47, -0.07, 300, 91, 0
123, 470, -10.27, 0.27, 0, 300, 91, 0
128, 470, -10.27, 0.27, 0, 300, 80, 0
133, 470, -10.27, 0.27, 0, 300, 80, 0
138, 304, -10.27, 0.27, 0, 300, 80, 0
143, 304, -10.19, 0.27, -0.03, 300, 80, 0
148, 304, -10.19, 0.27, -0.03, 300, 100, 0
153, 304, -10.19, 0.27, -0.03, 301, 100, 0
159, 1, -10.19, 0.27, -0.03, 301, 100, 0
164, 1, -10.23, 0.35, -0.03, 301, 100, 0
171, 1, -10.23, 0.35, -0.03, 301, 96, 0
178, 1, -10.23, 0.35, -0.03, 301, 96, 0
184, 524, -10.23, 0.35, -0.03, 301, 96, 0
191, 524, -10.31, 0.43, 0, 301, 96, 0
197, 524, -10.31, 0.43, 0, 301, 86, 0
202, 524, -10.31, 0.43, 0, 301, 86, 0
206, 157, -10.31, 0.43, 0, 301, 86, 0
213, 157, -10.27, 0.47, -0.03, 301, 86, 0
217, 157, -10.27, 0.47, -0.03, 301, 79, 0
222, 157, -10.27, 0.47, -0.03, 301, 79, 0
228, 30, -10.27, 0.47, -0.03, 301, 79, 0
232, 30, -10.31, 0.39, 0.03, 301, 79, 0
237, 30, -10.31, 0.39, 0.03, 301, 98, 0
242, 30, -10.31, 0.39, 0.03, 301, 98, 0
249, 53, -10.31, 0.39, 0.03, 301, 98, 0
254, 53, -10.35, 0.39, 0, 301, 98, 0
258, 53, -10.35, 0.39, 0, 301, 115, 0
265, 53, -10.35, 0.39, 0, 299, 115, 0
272, 1, -10.35, 0.39, 0, 299, 115, 0
284, 1, -10.35, 0.31, 0.03, 299, 115, 0
288, 1, -10.35, 0.31, 0.03, 299, 88, 0
293, 1, -10.35, 0.31, 0.03, 299, 88, 0
297, 72, -10.35, 0.31, 0.03, 299, 88, 0
302, 72, -10.31, 0.39, 0, 299, 88, 0
307, 72, -10.31, 0.39, 0, 299, 76, 0
312, 72, -10.31, 0.39, 0, 298, 76, 0
317, 945, -10.31, 0.39, 0, 298, 76, 0
321, 945, -10.27, 0.47, 0.03, 298, 76, 0
327, 945, -10.27, 0.47, 0.03, 298, 76, 0
332, 945, -10.27, 0.47, 0.03, 298, 76, 0
337, 927, -10.27, 0.47, 0.03, 298, 76, 0
341, 927, -10.23, 0.47, 0, 298, 76, 0
347, 927, -10.23, 0.47, 0, 298, 102, 0
352, 927, -10.23, 0.47, 0, 299, 102, 0
356, 928, -10.23, 0.47, 0, 299, 102, 0
361, 928, -10.31, 0.43, 0, 299, 102, 0
366, 928, -10.31, 0.43, 0, 299, 150, 0
372, 928, -10.31, 0.43, 0, 299, 150, 0
378, 935, -10.31, 0.43, 0, 299, 150, 0
383, 935, -10.35, 0.43, 0.03, 299, 150, 0
388, 935, -10.35, 0.43, 0.03, 299, 161, 0
394, 935, -10.35, 0.43, 0.03, 299, 161, 0
399, 931, -10.35, 0.43, 0.03, 299, 161, 0
404, 931, -10.35, 0.39, 0.03, 299, 161, 0
409, 931, -10.35, 0.39, 0.03, 299, 131, 0
414, 931, -10.35, 0.39, 0.03, 299, 131, 0
419, 909, -10.35, 0.39, 0.03, 299, 131, 0
475, 909, -10.35, 0.31, 0, 299, 131, 0
482, 909, -10.35, 0.31, 0, 299, 92, 0
533, 909, -10.35, 0.31, 0, 300, 92, 0
549, 775, -10.35, 0.31, 0, 300, 92, 0
661, 775, -10.31, 0.39, 0, 300, 92, 0
677, 775, -10.31, 0.39, 0, 300, 79, 0
725, 775, -10.31, 0.39, 0, 300, 79, 0
741, 645, -10.31, 0.39, 0, 300, 79, 0
853, 645, -10.31, 0.43, 0.03, 300, 79, 0
871, 645, -10.31, 0.43, 0.03, 300, 82, 0
933, 645, -10.31, 0.43, 0.03, 299, 82, 0
949, 541, -10.31, 0.43, 0.03, 299, 82, 0
1061, 541, -10.27, 0.39, 0, 299, 82, 0
1077, 541, -10.27, 0.39, 0, 299, 98, 0
1125, 541, -10.27, 0.39, 0, 299, 98, 0
1141, 389, -10.27, 0.39, 0, 299, 98, 0
1269, 389, -10.39, 0.35, -0.03, 299, 98, 0
1285, 389, -10.39, 0.35, -0.03, 299, 81, 0
1333, 389, -10.39, 0.35, -0.03, 300, 81, 0
1349, 253, -10.39, 0.35, -0.03, 300, 81, 0
1461, 253, -10.31, 0.39, 0.03, 300, 81, 0
1478, 253, -10.31, 0.39, 0.03, 300, 72, 0
1542, 253, -10.31, 0.39, 0.03, 300, 72, 0
1558, 201, -10.31, 0.39, 0.03, 300, 72, 0
1670, 201, -10.39, 0.39, 0.03, 300, 72, 0
1686, 201, -10.39, 0.39, 0.03, 300, 73, 0
1734, 201, -10.39, 0.39, 0.03, 300, 73, 0
1750, 172, -10.39, 0.39, 0.03, 300, 73, 0
1878, 172, -10.27, 0.43, 0, 300, 73, 0
1894, 172, -10.27, 0.43, 0, 300, 73, 0
1926, 172, -10.27, 0.43, 0, 300, 73, 0
1942, 136, -10.27, 0.43, 0, 300, 73, 0
2070, 136, -10.27, 0.39, 0.03, 300, 73, 0
2086, 136, -10.27, 0.39, 0.03, 300, 75, 0
2134, 136, -10.27, 0.39, 0.03, 299, 75, 0
2150, 197, -10.27, 0.39, 0.03, 299, 75, 0
2278, 197, -10.23, 0.54, 0, 299, 75, 0
2294, 197, -10.23, 0.54, 0, 299, 87, 0
2342, 197, -10.23, 0.54, 0, 300, 87, 0
2358, 223, -10.23, 0.54, 0, 300, 87, 0
2486, 223, -10.27, 0.5, 0.03, 300, 87, 0
2506, 223, -10.27, 0.5, 0.03, 300, 73, 0
2534, 223, -10.27, 0.5, 0.03, 300, 73, 0
2551, 342, -10.27, 0.5, 0.03, 300, 73, 0
2678, 342, -10.27, 0.35, 0.07, 300, 73, 0
2694, 342, -10.27, 0.35, 0.07, 300, 79, 0
2742, 342, -10.27, 0.35, 0.07, 300, 79, 0
2758, 326, -10.27, 0.35, 0.07, 300, 79, 0
2903, 326, -10.27, 0.47, 0, 300, 79, 0
2913, 326, -10.27, 0.47, 0, 300, 80, 0
2935, 326, -10.27, 0.47, 0, 300, 80, 0
2966, 355, -10.27, 0.47, 0, 300, 80, 0
3095, 355, -10.23, 0.39, 0, 300, 80, 0
3111, 355, -10.23, 0.39, 0, 300, 106, 0
3143, 355, -10.23, 0.39, 0, 300, 106, 0
3159, 371, -10.23, 0.39, 0, 300, 106, 0
3303, 371, -10.31, 0.35, 0.07, 300, 106, 0
3318, 371, -10.31, 0.35, 0.07, 300, 95, 0
3351, 371, -10.31, 0.35, 0.07, 300, 95, 0
3381, 343, -10.31, 0.35, 0.07, 300, 95, 0
3495, 343, -10.27, 0.47, 0, 300, 95, 0
3511, 343, -10.27, 0.47, 0, 300, 84, 0
3543, 343, -10.27, 0.47, 0, 300, 84, 0
3575, 261, -10.27, 0.47, 0, 300, 84, 0
3703, 261, -10.27, 0.43, 0, 300, 84, 0
3719, 261, -10.27, 0.43, 0, 300, 74, 0
3751, 261, -10.27, 0.43, 0, 301, 74, 0
3767, 193, -10.27, 0.43, 0, 301, 74, 0
3911, 193, -10.35, 0.43, -0.03, 301, 74, 0
3917, 193, -10.35, 0.43, -0.03, 301, 83, 0
3959, 193, -10.35, 0.43, -0.03, 300, 83, 0
3975, 191, -10.35, 0.43, -0.03, 300, 83, 0
4103, 191, -10.23, 0.35, 0, 300, 83, 0
4119, 191, -10.23, 0.35, 0, 300, 82, 0
4152, 191, -10.23, 0.35, 0, 300, 82, 0
4168, 150, -10.23, 0.35, 0, 300, 82, 0
4312, 150, -10.23, 0.39, 0.07, 300, 82, 0
4328, 150, -10.23, 0.39, 0.07, 300, 72, 0
4360, 150, -10.23, 0.39, 0.07, 300, 72, 0
4376, 111, -10.23, 0.39, 0.07, 300, 72, 0
4520, 111, -10.35, 0.43, -0.03, 300, 72, 0
4525, 111, -10.35, 0.43, -0.03, 300, 71, 0
4552, 111, -10.35, 0.43, -0.03, 300, 71, 0
4568, 107, -10.35, 0.43, -0.03, 300, 71, 0
4712, 107, -10.27, 0.43, 0.03, 300, 71, 0
4728, 107, -10.27, 0.43, 0.03, 300, 71, 0
4760, 107, -10.27, 0.43, 0.03, 300, 71, 0
4776, 137, -10.27, 0.43, 0.03, 300, 71, 0
